,Age,W,Pace,eFG%,TOV%,ORB%,FT/FGA,Dfg%,Dtov%,DRB%,Dft/fga,Tm,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%.1.1,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,TS%,3PAr,FTr,ORB%.1,DRB%.1,TRB%,AST%,STL%,BLK%,TOV%.1.1,USG%,year
58,23.4,38,90.4,0.494,14.6,29.1,0.214,0.491,12.8,76.3,0.199,UTA,38.1,85.1,4.4380000000000015,7.6,22.5,2.8569999999999998,30.4,62.4,4.752999999999999,4.942,17.4,24.4,7.037000000000001,13.1,34.4,47.4,20.4,8.1,6.199999999999998,15.2,20.7,101.3,5.247000000000001,2.9939999999999998,2.8569999999999998,59.2,154.09999999999997,106.90000000000002,133.4,17.3,19.2,150.20000000000005,194.4,2015.0
59,28.6,46,93.7,0.499,14.0,24.9,0.192,0.481,12.9,77.3,0.21,WAS,40.1,86.10000000000002,4.6530000000000005,6.3,16.9,2.412,33.7,69.09999999999998,4.829,5.008,15.499999999999998,20.9,7.4049999999999985,11.1,35.4,46.3,22.399999999999995,7.1,4.799999999999999,13.9,20.6,101.7,5.315,1.919,2.322,57.00000000000001,163.40000000000003,111.5,128.3,14.0,16.6,120.0,197.7,2015.0
60,28.2,48,97.1,0.516,13.8,19.1,0.185,0.48,14.4,74.6,0.194,ATL,39.3,85.2,4.637,10.2,28.300000000000004,3.2089999999999996,29.2,56.99999999999999,5.17,5.255,16.0,20.000000000000004,7.957000000000002,8.3,33.8,42.2,25.4,9.2,5.6,14.499999999999998,18.8,104.4,5.598,3.4130000000000003,2.306,38.3,143.90000000000003,92.3,162.3,18.1,16.5,126.8,195.4,2016.0
61,25.2,48,98.5,0.488,12.1,25.1,0.208,0.487,14.6,74.6,0.231,BOS,40.3,91.4,4.486000000000001,9.1,27.3,2.8680000000000008,31.3,64.1,4.87,4.944,19.6,24.6,7.632000000000001,11.7,33.7,45.60000000000001,24.3,9.7,4.4,13.7,22.7,109.29999999999998,5.35,2.7319999999999998,2.72,56.3,157.39999999999995,106.1,143.9,17.6,15.2,121.6,196.9,2016.0
62,26.9,21,95.2,0.4920000000000001,13.6,24.1,0.18600000000000005,0.534,13.1,75.7,0.17600000000000002,BRK,39.7,89.2,4.367,7.199999999999998,20.6,2.85,32.5,68.7,4.598000000000001,4.808,16.7,21.700000000000006,7.5779999999999985,9.9,33.0,42.7,28.6,7.899999999999999,3.600000000000001,16.4,18.1,103.7,5.1640000000000015,2.511,2.4730000000000003,45.69999999999999,150.9,97.5,169.29999999999995,16.4,11.7,144.2,197.8,2016.0
63,27.6,42,95.7,0.487,12.6,24.5,0.189,0.485,10.7,74.9,0.182,CHI,42.20000000000001,94.79999999999998,4.416,8.400000000000002,22.5,3.246,33.9,72.49999999999999,4.589,4.906000000000001,18.2,22.6,7.803999999999999,11.200000000000005,35.9,46.8,23.4,6.300000000000002,5.8,14.1,18.5,110.5,5.24,2.6230000000000007,2.113,47.6,144.0,96.7,143.8,12.2,15.8,117.0,202.5,2016.0
64,26.0,48,95.7,0.502,11.7,20.0,0.222,0.496,12.5,79.8,0.191,CHO,39.2,89.5,4.356,10.499999999999998,30.0,2.890000000000001,28.5,59.49999999999999,4.7639999999999985,4.938,19.3,24.3,7.8450000000000015,9.6,38.3,47.6,22.8,7.3,6.0,12.3,19.3,108.2,5.354,3.3600000000000003,2.7130000000000005,42.3,172.1,106.7,137.79999999999998,14.3,19.500000000000004,106.3,198.0,2016.0
65,28.1,57,93.3,0.524,12.7,25.1,0.194,0.496,12.6,78.5,0.205,CLE,42.60000000000001,92.6,4.629,11.300000000000002,31.6,2.9730000000000003,31.3,60.9,5.023999999999999,5.242000000000001,17.799999999999994,23.4,7.624,10.8,35.1,45.9,26.1,7.5,3.9,14.4,20.9,114.4,5.541,3.404,2.524,46.79999999999999,147.5,97.4,154.70000000000005,14.1,12.8,126.1,195.4,2016.0
66,30.3,42,94.3,0.502,12.0,20.6,0.211,0.504,12.8,76.2,0.198,DAL,38.3,87.99999999999999,4.382,11.1,31.4,2.8800000000000003,27.4,56.8,4.871,4.949,18.4,22.8,8.072000000000001,7.9,32.7,40.6,24.500000000000004,7.2,2.6,12.7,19.1,106.1,5.383000000000001,3.359,2.805,38.3,150.99999999999997,94.7,153.7,15.000000000000005,10.2,115.9,205.2,2016.0
67,24.7,33,95.7,0.489,13.2,25.8,0.21600000000000005,0.515,12.6,77.3,0.21600000000000005,DEN,40.7,92.90000000000002,4.428999999999999,8.700000000000001,26.3,3.44,32.0,66.6,4.799,4.888,20.300000000000004,25.899999999999995,7.9289999999999985,12.0,35.1,46.99999999999999,25.3,7.6,4.499999999999999,15.0,21.1,110.6,5.2810000000000015,2.814,2.512,54.3,158.60000000000005,105.5,152.9,14.2,14.699999999999998,126.2,198.5,2016.0
68,25.0,44,95.1,0.491,12.2,27.0,0.197,0.504,12.5,79.3,0.196,DET,43.2,97.5,4.365,10.3,29.50000000000001,3.1060000000000003,32.99999999999999,68.0,4.803999999999999,4.962,19.1,27.700000000000006,7.379999999999999,13.6,38.3,52.00000000000001,21.3,7.700000000000001,4.000000000000001,14.3,21.0,115.6,5.269,3.4440000000000004,2.648,53.8,161.29999999999995,105.4,130.99999999999997,13.7,12.000000000000002,121.5,193.8,2016.0
69,27.4,73,99.3,0.563,13.5,23.5,0.191,0.479,12.6,76.0,0.208,GSW,42.3,87.1,4.892,13.6,33.0,4.324,28.6,54.1,5.2589999999999995,5.525,15.800000000000002,20.1,7.499,9.0,35.5,44.3,29.500000000000004,8.5,5.499999999999999,14.7,19.600000000000005,114.3,5.792000000000001,3.1670000000000007,2.1990000000000003,46.2,149.8,101.1,161.4,16.0,18.4,137.9,191.6,2016.0
70,27.8,41,97.6,0.516,14.2,25.7,0.244,0.516,14.7,72.8,0.219,HOU,38.70000000000001,86.3,4.516000000000001,11.6,33.0,2.742,27.000000000000004,53.3,4.9830000000000005,5.151000000000002,20.9,30.0,7.004,11.499999999999998,32.7,44.1,23.5,10.5,5.399999999999999,15.500000000000002,21.8,109.90000000000002,5.391,3.662,3.2439999999999998,50.7,137.60000000000002,94.0,139.2,19.9,17.900000000000006,128.4,189.2,2016.0
71,26.9,45,96.6,0.4970000000000001,13.5,23.4,0.205,0.489,14.3,76.0,0.205,IND,40.40000000000001,88.8,4.6640000000000015,8.4,23.6,2.234,32.0,65.2,4.945,5.062,18.7,24.1,7.497999999999999,10.9,35.80000000000001,46.7,21.1,9.1,5.4,14.9,21.3,107.70000000000002,5.410000000000001,2.273,2.6790000000000003,51.9,158.9,105.9,122.3,17.3,18.0,128.5,193.6,2016.0
72,29.7,53,95.8,0.524,12.1,20.1,0.22,0.48,13.8,73.8,0.222,LAC,40.9,87.7,4.581,9.999999999999998,27.300000000000004,3.117,30.9,60.4,5.087,5.197,19.9,28.200000000000006,7.3969999999999985,8.299999999999999,33.800000000000004,42.0,25.5,8.7,4.7,12.6,20.0,111.6,5.4129999999999985,3.579,3.1660000000000004,35.1,135.9,86.1,156.4,18.0,13.0,121.6,193.40000000000003,2016.0
73,26.5,17,95.6,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,LAL,36.89999999999999,89.3,4.3180000000000005,8.4,26.8,2.292,28.5,62.50000000000001,4.605,4.72,20.6,25.5,8.004999999999999,10.4,31.1,41.5,19.8,7.500000000000001,4.0,13.9,19.5,103.3,5.199,2.549,2.8789999999999996,45.1,140.79999999999995,91.29999999999998,142.4,15.099999999999998,13.3,126.5,197.3,2016.0
74,30.5,42,93.3,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,MEM,41.3,93.9,4.359,7.1000000000000005,21.1,3.627,34.300000000000004,73.2,4.65,4.777,22.7,28.4,7.952999999999999,11.000000000000002,33.3,44.39999999999999,24.1,9.999999999999998,4.499999999999999,13.9,22.9,112.6,5.276,2.458,3.031,47.2,149.2,96.0,145.20000000000005,19.7,14.999999999999998,115.4,201.20000000000005,2016.0
75,28.4,48,93.6,0.508,13.3,23.8,0.21,0.485,12.1,77.8,0.196,MIA,47.09999999999999,99.0,4.731,8.6,24.1,3.037,38.40000000000001,74.8,5.083,5.211000000000001,20.3,27.2,7.415999999999999,10.8,38.0,48.6,24.6,8.2,7.1,15.5,20.5,122.7,5.534,2.648,2.661,43.0,141.89999999999995,94.0,134.1,14.4,19.0,122.1,197.60000000000005,2016.0
76,23.5,33,94.2,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,MIL,42.3,90.1,4.681,6.4,18.0,2.234,35.9,72.3,4.814,5.053999999999999,18.5,24.9,7.292999999999998,11.2,33.7,44.9,25.5,9.300000000000002,6.9,16.200000000000006,22.6,109.4,5.345999999999999,2.153,2.592,53.8,143.2,98.9,137.0,17.099999999999998,26.8,137.0,192.5,2016.0
77,24.6,29,95.2,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,MIN,38.6,84.60000000000002,4.473,6.3,18.3,3.174,32.5,66.1,4.788,4.8820000000000014,23.2,28.8,7.812,9.7,30.6,40.4,24.5,8.1,4.6,14.6,19.8,106.5,5.392,2.415,3.199,44.1,136.70000000000002,91.0,151.6,16.4,13.2,133.10000000000002,193.3,2016.0
78,26.6,30,96.8,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,NOP,42.1,94.4,4.5710000000000015,9.3,26.300000000000004,2.732,32.7,68.10000000000001,4.9110000000000005,5.031000000000001,19.3,24.200000000000006,7.756,9.900000000000002,34.0,44.3,20.9,8.200000000000001,4.699999999999998,13.4,21.6,113.2,5.3839999999999995,2.617,2.6660000000000004,45.90000000000001,161.20000000000005,101.6,127.9,15.8,15.2,123.4,196.6,2016.0
79,27.2,32,93.4,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,NYK,38.0,86.6,4.3580000000000005,8.5,23.9,3.0929999999999995,29.5,62.40000000000001,4.666,4.877,18.0,22.200000000000006,8.147,9.5,33.6,42.90000000000001,21.0,6.1000000000000005,4.899999999999999,12.4,19.0,102.4,5.303000000000001,2.96,2.506,41.1,142.9,92.70000000000002,137.6,12.8,13.800000000000002,118.9,194.1,2016.0
80,25.8,55,96.7,0.524,14.0,31.1,0.228,0.484,11.7,76.0,0.205,OKC,41.1,85.5,4.7780000000000005,8.0,22.7,2.85,33.2,62.79999999999999,5.1739999999999995,5.229,20.099999999999994,25.90000000000001,7.264999999999999,13.499999999999998,36.0,49.7,21.799999999999994,7.1,6.199999999999998,15.3,20.1,110.7,5.547999999999999,2.611,2.744,69.9,147.10000000000005,110.5,115.6,14.099999999999998,17.7,136.1,182.0,2016.0
81,23.9,35,96.0,0.5,12.8,23.1,0.175,0.513,13.8,76.5,0.215,ORL,42.4,91.4,4.606999999999998,8.0,22.5,3.2589999999999995,34.599999999999994,69.0,5.0390000000000015,5.122000000000001,15.2,20.2,7.8629999999999995,10.5,35.0,45.50000000000001,23.0,8.2,5.500000000000001,13.9,20.4,108.6,5.428000000000001,2.88,2.115,45.5,162.4,103.3,132.7,15.6,19.4,123.9,199.0,2016.0
82,23.3,10,97.9,0.487,14.8,20.6,0.18600000000000005,0.51,13.5,74.0,0.24,PHI,40.2,92.5,4.364,10.2,29.8,3.1949999999999994,30.1,62.5,4.723,4.926,16.5,23.7,7.040000000000001,10.499999999999998,33.9,44.40000000000001,23.3,9.2,7.0,16.6,22.6,106.8,5.234,3.3510000000000004,2.63,43.90000000000001,144.39999999999995,92.6,151.3,17.1,20.8,140.39999999999998,198.30000000000004,2016.0
83,26.0,23,98.5,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,PHO,38.2,87.00000000000001,4.465000000000002,9.4,27.0,2.9120000000000004,28.8,59.90000000000001,4.824999999999998,4.981999999999998,17.3,23.3,7.455,12.0,33.5,45.50000000000001,19.7,7.6,3.8,16.0,23.0,103.5,5.341000000000001,2.9639999999999995,2.825,52.60000000000001,156.60000000000005,103.20000000000002,125.9,14.999999999999998,13.4,142.6,195.0,2016.0
84,24.3,44,96.0,0.511,13.2,25.9,0.202,0.503,12.1,76.2,0.225,POR,39.8,88.59999999999997,4.651000000000002,11.2,29.8,2.794,29.0,58.8,5.0459999999999985,5.1789999999999985,18.0,23.8,7.419,11.7,34.90000000000001,46.6,21.7,6.799999999999999,4.699999999999998,14.300000000000002,22.3,109.1,5.4879999999999995,2.944,2.9449999999999994,56.6,161.60000000000005,109.1,124.5,13.8,16.0,128.10000000000002,187.7,2016.0
85,26.6,33,100.0,0.51,14.2,23.9,0.214,0.521,14.0,74.9,0.202,SAC,44.6,95.7,4.801,8.5,23.5,2.908,36.3,72.3,5.138,5.238,20.9,29.2,7.066,12.1,38.1,50.00000000000001,27.0,9.8,4.9,17.4,22.4,118.8,5.547999999999999,2.42,2.853,54.6,151.7,103.5,132.70000000000002,17.2,16.599999999999998,130.2,192.6,2016.0
86,30.3,67,93.8,0.526,12.4,23.0,0.197,0.477,14.1,79.1,0.182,SAS,40.2,83.0,4.794,6.9,18.1,3.08,33.2,65.00000000000001,5.051,5.212000000000001,15.8,19.5,7.827999999999999,9.1,34.300000000000004,43.5,25.500000000000004,8.399999999999999,6.100000000000001,12.6,16.5,103.0,5.5390000000000015,2.256,2.225,44.3,159.1,103.8,165.99999999999997,18.6,18.9,130.6,197.8,2016.0
87,26.3,56,92.9,0.504,12.3,24.6,0.255,0.498,12.7,77.7,0.201,TOR,40.5,90.3,4.578,10.0,26.4,2.844,30.7,63.79999999999999,4.875,5.1030000000000015,22.2,28.8,7.356999999999998,11.4,36.1,47.3,19.7,8.700000000000001,5.8,13.0,21.1,113.0,5.466000000000001,2.866,3.139,52.5,158.4,106.3,113.3,16.3,20.1,117.1,190.3,2016.0
88,24.2,40,91.0,0.501,14.2,25.9,0.213,0.495,13.5,77.7,0.21,UTA,39.3,86.7,4.568999999999999,9.1,25.1,2.866,30.2,61.6,4.925999999999998,5.122000000000001,17.299999999999994,23.7,7.343999999999999,11.3,34.40000000000001,45.9,22.1,7.9,5.1,15.800000000000002,19.8,105.1,5.412999999999999,3.028,2.687,49.89999999999999,152.89999999999995,101.5,144.0,16.8,15.400000000000002,147.39999999999995,196.0,2016.0
89,27.3,41,98.5,0.511,13.1,20.6,0.192,0.515,14.6,77.7,0.218,WAS,45.5,96.7,4.738,9.3,25.8,2.92,36.0,71.2,5.087999999999999,5.242000000000001,18.5,25.1,7.433000000000002,9.3,35.30000000000001,44.6,27.199999999999992,9.6,4.300000000000002,15.5,22.0,118.9,5.56,2.734,2.6919999999999997,37.50000000000001,151.99999999999997,93.7,152.09999999999997,17.2,12.2,121.0,201.5,2016.0
90,27.9,43,97.4,0.504,14.2,23.6,0.215,0.507,13.8,76.1,0.179,ATL,40.1,88.19999999999997,4.548,10.000000000000002,27.8,3.083,30.4,60.2,4.986000000000001,5.118,18.8,25.6,7.611000000000001,9.6,34.599999999999994,44.5,25.0,8.799999999999997,5.2,16.2,18.5,109.0,5.449,3.237,2.8469999999999995,41.0,144.3,93.4,155.60000000000005,17.599999999999994,17.599999999999994,141.2,192.5,2017.0
91,25.9,53,96.8,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,BOS,41.3,90.6,4.565,13.1,36.00000000000001,3.5730000000000004,28.3,54.50000000000001,5.171,5.2570000000000014,19.7,24.3,7.626,9.3,34.7,44.1,27.2,7.999999999999999,4.1000000000000005,13.500000000000002,21.1,115.1,5.598,3.895,2.472,43.2,157.0,100.5,158.69999999999996,15.7,13.7,121.5,190.6,2017.0
92,26.0,20,101.3,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212,BRK,36.50000000000001,81.80000000000003,4.397,9.8,29.2,3.217,26.7,52.6,5.033,5.0,18.8,23.6,7.875,8.0,33.7,41.7,20.5,6.900000000000001,4.7,15.299999999999995,19.3,101.5,5.447,3.6689999999999996,2.89,36.90000000000001,150.8,94.4,140.0,14.2,14.599999999999998,145.5,192.4,2017.0
93,26.9,41,95.3,0.487,12.3,27.0,0.206,0.507,12.4,76.8,0.16899999999999998,CHI,41.7,91.1,4.6610000000000005,7.1,20.2,2.6340000000000003,34.7,70.8,4.98,5.071000000000001,19.4,24.6,7.544,13.7,35.30000000000001,48.7,23.200000000000006,7.9,5.1,12.9,17.400000000000002,110.29999999999998,5.419,2.319,2.488,60.8,160.6,110.2,138.4,15.4,15.6,114.0,195.5,2017.0
94,26.5,36,95.7,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.16399999999999998,CHO,40.2,90.6,4.527,10.4,29.8,2.501,29.9,60.8,4.892,5.005,21.4,26.5,8.125,9.5,36.89999999999999,46.5,24.300000000000004,7.3,5.4,11.2,17.9,112.3,5.507000000000001,2.7840000000000003,3.2089999999999996,40.9,158.5,99.3,146.99999999999997,13.9,19.4,101.6,196.2,2017.0
95,29.2,51,96.2,0.547,12.6,21.9,0.206,0.516,11.4,75.8,0.174,CLE,44.10000000000001,94.3,4.578,15.900000000000002,40.50000000000001,3.4530000000000003,28.7,53.8,4.993,5.4620000000000015,18.399999999999995,24.4,7.550999999999998,10.5,38.2,48.8,23.8,7.300000000000002,4.1,13.899999999999995,19.1,122.7,5.721999999999999,4.5760000000000005,2.4639999999999995,41.5,149.6,97.30000000000004,127.59999999999998,14.3,12.6,119.4,185.9,2017.0
96,27.6,33,92.2,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,DAL,38.6,87.4,4.5489999999999995,12.1,32.599999999999994,3.506,26.7,54.69999999999999,4.993,5.194,15.7,19.1,8.032,6.3,29.5,35.90000000000001,23.5,7.800000000000002,3.2,11.4,19.300000000000004,104.7,5.551,3.648,2.515,35.0,154.8,92.1,146.6,16.9,15.2,114.3,191.8,2017.0
97,25.2,40,98.3,0.53,13.2,27.3,0.214,0.532,10.9,78.7,0.194,DEN,45.0,96.5,4.655,12.0,32.9,3.284,33.0,63.5,5.101000000000001,5.2940000000000005,21.6,27.1,7.806999999999999,11.9,36.0,47.90000000000001,27.8,7.3,3.5000000000000013,14.900000000000002,19.0,123.8,5.69,3.4589999999999996,2.849,53.5,154.0,104.3,151.8,14.2,10.9,121.9,197.9,2017.0
98,25.4,37,95.0,0.4920000000000001,10.9,24.1,0.157,0.516,12.1,81.2,0.197,DET,42.1,93.4,4.499,7.999999999999999,24.000000000000004,2.8689999999999998,34.0,69.5,4.833,4.888,14.7,20.2,7.7440000000000015,11.1,34.7,45.7,24.399999999999995,7.2,3.7,12.3,18.7,106.70000000000002,5.192000000000001,2.384,2.153,45.2,155.20000000000005,98.1,156.6,14.199999999999998,12.7,113.4,196.3,2017.0
99,28.2,67,99.8,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,GSW,43.0,87.9,4.956,12.7,33.00000000000001,3.285,30.0,54.60000000000001,5.523999999999999,5.524,18.4,22.4,7.83,7.7,34.4,42.3,32.1,9.6,5.999999999999999,14.3,17.6,117.09999999999998,5.855,3.079,2.4639999999999995,41.2,145.0,96.2,179.29999999999995,19.2,19.7,141.89999999999995,189.00000000000003,2017.0
100,27.4,55,100.0,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,HOU,43.2,91.2,4.892,14.5,40.5,2.8790000000000004,28.7,50.49999999999999,5.525,5.575,20.8,27.7,7.087000000000001,12.4,36.49999999999999,48.8,26.2,8.5,4.9,14.800000000000002,22.0,121.59999999999998,5.817,3.917,2.7880000000000003,56.90000000000001,153.2,104.9,136.89999999999998,15.900000000000002,16.7,114.1,187.4,2017.0
101,27.0,42,95.9,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225,IND,39.7,84.49999999999999,4.6450000000000005,8.999999999999998,23.7,2.978,30.70000000000001,60.70000000000001,4.920000000000001,5.147,17.6,21.4,7.7,9.3,32.90000000000001,42.3,22.2,8.499999999999998,5.0,12.9,19.2,105.8,5.496,2.628,2.3160000000000003,49.5,148.0,99.3,134.3,16.200000000000006,17.4,119.9,191.1,2017.0
102,30.0,51,96.1,0.537,12.0,21.5,0.233,0.506,12.1,76.9,0.211,LAC,42.3,88.50000000000001,4.7280000000000015,10.9,29.1,3.235,31.2,59.49999999999999,5.227000000000001,5.350999999999999,20.700000000000006,28.00000000000001,7.555,9.3,35.8,44.90000000000001,26.1,8.0,4.3,13.300000000000002,20.2,115.9,5.6339999999999995,3.475,2.9130000000000003,41.1,155.40000000000003,99.8,146.3,16.200000000000006,15.2,113.3,196.9,2017.0
103,25.1,26,98.5,0.501,13.5,25.0,0.195,0.542,13.0,75.8,0.213,LAL,41.3,93.1,4.552,10.4,29.7,3.121,30.9,63.30000000000001,4.887,5.029,19.0,24.3,7.691999999999998,11.5,33.2,44.9,21.500000000000004,8.400000000000002,4.1000000000000005,15.2,21.4,112.5,5.408,2.7260000000000004,2.642,54.1,151.79999999999995,101.2,127.0,16.2,13.900000000000002,126.4,198.3,2017.0
104,29.5,43,92.3,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,MEM,38.4,89.0,4.215,10.8,30.1,3.3600000000000003,27.500000000000004,59.1,4.5,4.87,19.3,24.5,7.764000000000001,10.6,33.0,43.6,23.0,8.0,3.8,12.699999999999998,22.0,107.1,5.308999999999998,3.725,2.823,45.90000000000001,149.70000000000005,96.5,144.9,16.5,13.4,114.5,198.0,2017.0
105,26.5,41,95.2,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,MIA,44.00000000000001,96.5,4.561,11.800000000000002,32.2,3.2160000000000006,32.2,64.5,4.882,5.2330000000000005,16.7,23.4,7.087999999999999,10.8,34.800000000000004,45.5,23.8,7.899999999999999,6.300000000000002,13.8,21.7,116.8,5.465,3.6079999999999988,2.226,46.8,147.60000000000005,96.8,131.39999999999998,14.2,18.5,106.4,194.3,2017.0
106,25.6,42,94.5,0.527,13.2,21.5,0.21,0.518,13.6,75.4,0.215,MIL,40.7,84.89999999999998,4.698,8.5,23.1,3.0010000000000003,32.0,61.7,5.020999999999999,5.322,18.0,23.4,7.8240000000000025,9.3,32.300000000000004,41.6,24.5,7.999999999999999,5.5,13.5,20.0,107.7,5.642,3.2739999999999996,2.4,44.4,152.00000000000003,98.8,148.0,16.200000000000006,19.5,124.2,196.8,2017.0
107,24.0,31,94.6,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,MIN,43.1,93.2,4.428,9.2,25.7,3.4720000000000004,34.1,67.49999999999999,4.7970000000000015,4.981,20.9,25.8,7.7440000000000015,11.2,32.5,43.6,26.6,8.6,4.7,14.5,20.599999999999994,116.3,5.3740000000000006,3.159,2.533,44.8,137.99999999999997,90.8,150.39999999999995,17.4,14.1,133.8,184.9,2017.0
108,25.7,34,98.0,0.504,11.7,18.5,0.192,0.509,12.4,76.8,0.177,NOP,40.6,90.2,4.426,9.8,27.6,3.077,31.1,62.50000000000002,4.7860000000000005,5.033,16.400000000000002,21.9,7.417000000000001,8.6,35.5,44.0,23.3,8.2,5.999999999999997,12.1,17.900000000000006,107.69999999999996,5.324,3.42,2.155,36.3,147.5,91.5,133.2,15.4,18.3,109.0,190.5,2017.0
109,27.3,31,96.0,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,NYK,42.40000000000001,93.6,4.591,8.6,24.5,2.735,34.0,69.0,4.95,5.034000000000002,17.900000000000006,22.8,7.685,13.5,35.4,48.90000000000001,23.2,7.2,6.4,14.2,20.5,111.4,5.366999999999999,2.571,2.4210000000000003,66.80000000000001,161.39999999999995,114.0,143.7,14.8,22.2,128.8,199.1,2017.0
110,24.7,47,97.8,0.5,13.2,27.9,0.22,0.511,12.5,79.0,0.218,OKC,39.0,85.5,4.507999999999999,8.399999999999999,25.000000000000004,2.696,30.700000000000006,60.6,4.998,5.023,19.4,26.3,6.778,12.400000000000002,34.7,47.1,21.200000000000006,7.700000000000002,4.899999999999999,14.8,20.3,105.60000000000002,5.2989999999999995,3.154,2.724,56.6,154.9,105.6,133.10000000000002,15.3,16.4,124.6,189.80000000000004,2017.0
111,25.3,29,96.8,0.489,12.1,21.6,0.184,0.523,11.9,77.4,0.201,ORL,39.8,89.89999999999998,4.3610000000000015,8.399999999999999,25.4,2.839,31.6,64.4,4.785,4.838,16.7,22.4,7.606,10.6,34.6,45.3,22.9,6.9,5.200000000000001,13.4,19.700000000000006,104.90000000000002,5.204,2.968,2.7840000000000003,43.00000000000001,154.7,97.2,144.0,13.9,16.299999999999994,123.29999999999998,196.6,2017.0
112,24.6,28,98.5,0.501,14.9,22.4,0.199,0.512,13.5,75.3,0.234,PHI,37.8,86.10000000000002,4.396,10.499999999999998,30.899999999999995,2.951,27.3,55.3,4.852,4.9860000000000015,15.7,20.500000000000004,7.693,9.3,32.800000000000004,42.0,24.5,8.4,4.6,16.1,21.2,101.9,5.345,3.4799999999999995,2.381,41.6,145.5,93.6,156.5,16.099999999999998,14.8,144.9,195.9,2017.0
113,25.0,24,100.3,0.493,13.4,26.0,0.231,0.525,13.1,76.4,0.264,PHO,42.49999999999999,93.40000000000002,4.657,7.899999999999999,23.8,2.841,34.40000000000001,69.8,5.0470000000000015,5.079,22.7,28.9,7.617000000000001,12.7,36.10000000000001,48.7,22.0,9.0,4.799999999999999,16.3,25.0,115.3,5.49,2.5,3.08,52.4,157.9,103.79999999999998,132.8,16.4,15.500000000000002,136.8,194.8,2017.0
114,24.8,41,96.7,0.52,12.5,23.0,0.214,0.508,11.6,76.8,0.241,POR,41.8,90.2,4.641,10.5,28.1,2.8760000000000003,31.3,62.30000000000001,4.9689999999999985,5.15,19.9,25.700000000000006,7.502999999999999,11.6,37.2,48.7,22.6,7.2,5.6000000000000005,13.500000000000002,23.3,113.6,5.486999999999999,2.789,2.971,54.49999999999999,166.5,110.5,122.8,13.2,17.2,125.3,181.9,2017.0
115,27.9,32,94.9,0.516,13.7,21.0,0.22,0.528,12.9,76.3,0.227,SAC,37.9,83.19999999999997,4.583,9.4,25.3,2.9450000000000003,28.599999999999994,58.1,4.948,5.172999999999999,19.4,25.1,7.64,8.5,33.099999999999994,41.5,24.700000000000006,8.0,4.0,14.5,21.6,104.59999999999997,5.5390000000000015,3.1980000000000004,2.638,41.6,151.2,97.1,149.20000000000005,15.9,14.8,131.1,190.5,2017.0
116,29.6,61,94.2,0.524,12.6,24.0,0.21,0.4920000000000001,13.5,77.6,0.192,SAS,40.4,85.60000000000002,4.784,8.8,22.300000000000004,3.141,31.7,63.2,4.940999999999999,5.303,18.3,23.2,7.755000000000001,10.4,34.0,44.3,24.000000000000004,7.800000000000002,5.6000000000000005,12.8,17.799999999999994,108.2,5.642999999999999,2.665,2.5610000000000004,51.2,160.29999999999995,106.9,157.00000000000003,16.9,19.5,129.3,197.7,2017.0
117,26.1,51,94.7,0.517,11.8,25.0,0.233,0.507,13.5,76.3,0.223,TOR,41.49999999999999,88.80000000000003,4.792999999999998,9.7,26.8,3.3389999999999995,31.700000000000006,61.90000000000001,5.216,5.335,21.4,26.3,7.677,10.2,33.0,43.2,20.0,8.7,5.3,12.3,20.5,114.10000000000002,5.681,3.0250000000000004,2.6830000000000003,49.3,150.20000000000005,100.0,110.70000000000002,17.6,20.6,114.29999999999998,188.7,2017.0
118,26.8,51,91.6,0.526,13.2,23.2,0.215,0.493,11.8,78.9,0.195,UTA,40.6,85.89999999999998,4.711,10.5,27.6,3.1739999999999995,30.1,58.3,5.087999999999999,5.3050000000000015,18.500000000000004,24.7,7.475,9.4,34.49999999999999,43.9,22.9,7.1000000000000005,4.800000000000002,13.899999999999995,19.500000000000004,109.9,5.587999999999999,3.1990000000000003,2.6740000000000004,40.8,143.99999999999997,93.7,149.29999999999995,14.4,13.599999999999998,137.6,197.1,2017.0
