,Age,W,Pace,ORB%,Tm,3P%,FT%,TOV,PTS,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,year
160,29.2,53,97.9,22.8,HOU,3.2180000000000004,7.7159999999999975,14.2,129.4,5.744,5.948999999999999,2.214,87.19999999999996,129.5,16.7,17.0,2019.0
161,27.0,48,98.1,21.9,IND,3.896,7.570000000000001,15.200000000000005,122.9,5.5889999999999995,3.2230000000000003,2.3890000000000002,94.3,158.2,17.700000000000006,15.500000000000002,2019.0
162,27.2,48,101.7,22.0,LAC,3.3460000000000005,7.870999999999999,13.9,124.6,5.691,3.49,2.719,96.7,147.79999999999995,11.900000000000002,13.9,2019.0
163,26.2,37,103.2,22.2,LAL,2.797,6.614,18.1,125.0,5.532000000000001,3.297,2.776,105.5,164.5,14.9,17.7,2019.0
164,27.7,33,96.6,20.0,MEM,3.397,7.6720000000000015,14.9,115.7,5.499,3.6289999999999996,2.583,94.9,158.1,18.4,23.3,2019.0
165,27.0,39,98.2,24.8,MIA,3.1129999999999995,6.746,14.7,109.8,5.477,3.45,2.611,109.3,145.9,15.0,22.8,2019.0
166,26.9,60,103.3,20.8,MIL,3.4850000000000003,8.020999999999999,13.5,122.9,5.7929999999999975,4.433,2.191,98.3,148.5,14.3,17.9,2019.0
167,26.2,36,100.2,24.6,MIN,3.4610000000000003,8.009,13.999999999999998,119.9,5.517,3.2010000000000005,2.6970000000000005,100.1,159.2,15.9,17.0,2019.0
168,25.7,33,103.3,24.1,NOP,3.285,7.567000000000001,16.1,128.29999999999998,5.478,3.4490000000000003,2.115,94.6,156.70000000000005,14.1,17.7,2019.0
169,23.4,17,99.6,22.1,NYK,2.998,7.548999999999999,14.9,112.5,5.379,2.985,2.8369999999999997,103.1,126.4,13.800000000000002,19.1,2019.0
170,25.7,49,102.8,26.0,OKC,2.7539999999999996,7.239,14.300000000000002,118.6,5.471,4.0089999999999995,2.268,97.7,118.8,17.1,20.2,2019.0
171,25.7,42,98.1,22.0,ORL,3.4399999999999995,7.712999999999999,13.5,110.6,5.402,3.735,2.3080000000000003,96.6,152.0,13.4,20.9,2019.0
172,26.4,51,101.6,24.5,PHI,3.156,7.963999999999999,15.6,133.50000000000003,5.718,4.029999999999999,2.6510000000000002,97.4,156.7,14.2,14.3,2019.0
173,24.0,19,100.5,20.5,PHO,2.6700000000000004,7.776999999999999,17.0,124.40000000000002,5.4940000000000015,3.1250000000000004,2.542,89.60000000000002,160.60000000000005,18.8,20.2,2019.0
174,26.2,53,99.1,26.6,POR,3.2340000000000004,7.8980000000000015,12.9,114.3,5.756,3.439,2.454999999999999,108.9,130.0,12.9,18.4,2019.0
175,24.8,39,103.1,23.1,SAC,3.854000000000001,7.7879999999999985,13.0,124.3,5.559000000000001,3.654,2.3120000000000003,91.4,136.9,14.9,14.3,2019.0
176,28.8,48,98.3,21.0,SAS,3.217,8.101,12.0,114.8,5.827999999999999,3.435,2.069,100.4,138.20000000000002,12.4,16.7,2019.0
177,27.3,58,100.2,21.9,TOR,3.717,7.9620000000000015,14.500000000000002,125.6,5.7810000000000015,3.992,2.251,96.1,159.39999999999995,17.4,17.7,2019.0
178,27.3,50,100.3,22.9,UTA,3.109,7.4140000000000015,15.0,113.2,5.755,4.085,2.8390000000000004,101.5,154.7,17.099999999999998,16.7,2019.0
179,26.5,32,101.4,21.3,WAS,3.466,7.926,16.7,143.4,5.687,3.8280000000000003,2.487,100.6,153.3,16.3,17.400000000000002,2019.0
