,Age,W,L,MOV,SOS,ORtg,DRtg,NRtg,Pace,eFG%,TOV%,ORB%,FT/FGA,eFG%.1,TOV%.1,DRB%,FT/FGA.1,Tm,Age,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,year
10,25.4,54,28,4.56,0.5,111.0,106.3,4.7,96.3,0.531,14.6,27.4,0.275,0.489,12.5,74.1,0.193,HOU,256,657,405,270.2,42.1,88.29999999999998,4.719,9.900000000000002,27.9,3.003,32.199999999999996,60.3,5.198,5.265999999999999,25.1,35.300000000000004,6.826,13.200000000000001,39.8,52.800000000000004,23.1,8.4,6.6000000000000005,16.799999999999997,22.9,119.0,18125,153.4,5.6,3.1529999999999996,3.8099999999999996,60.1,160.0,113.0,124.39999999999999,14.7,18.6,136.5,188.0,32.39999999999999,19.999999999999996,52.29999999999999,1.2599999999999998,4.1,1.7000000000000002,6.000000000000001,15.199999999999998,20140
11,27.2,56,26,4.4,-0.77,104.1,99.3,4.8,92.5,0.49,14.3,24.9,0.226,0.46,12.9,76.8,0.19699999999999998,IND,277,673,407,259.9,38.49999999999999,86.6,4.442,7.1,19.599999999999998,3.0869999999999997,31.399999999999995,66.89999999999999,4.6579999999999995,4.817,20.0,25.099999999999998,7.742000000000001,10.600000000000001,36.699999999999996,47.6,22.0,7.3,5.5,15.800000000000002,21.599999999999998,103.69999999999997,18029,135.8,5.270999999999999,2.0919999999999996,3.167,50.9,150.10000000000002,102.8,133.70000000000002,14.199999999999998,17.1,142.3,194.49999999999997,15.599999999999998,34.699999999999996,50.2,1.204,-11.3,14.100000000000003,2.9,13.899999999999999,20140
12,28.1,57,25,6.98,0.3,112.1,104.8,7.3,95.9,0.526,12.7,25.0,0.258,0.484,13.8,72.5,0.222,LAC,287,661,409,264.79999999999995,44.2,92.60000000000002,4.997,10.1,27.9,2.815,34.1,64.7,5.388999999999999,5.527,24.6,32.800000000000004,7.473,10.6,33.4,43.900000000000006,28.999999999999996,9.600000000000001,4.9,14.7,22.499999999999996,122.90000000000002,17869,158.0,5.822000000000001,2.9400000000000004,3.7299999999999995,43.9,126.1,86.4,153.6,16.5,15.6,130.29999999999998,191.70000000000002,35.5,21.799999999999997,57.39999999999999,1.3850000000000002,8.999999999999998,4.600000000000001,13.6,19.099999999999998,20140
13,26.8,27,55,-6.29,0.96,104.2,110.6,-6.4,98.7,0.505,13.7,20.2,0.19899999999999998,0.513,12.4,71.0,0.192,LAL,256,614,326,253.4,41.0,91.3,4.489999999999999,10.1,25.799999999999994,2.963,30.9,65.3,4.681,5.022,19.3,25.5,7.319999999999999,10.0,32.3,42.300000000000004,26.400000000000002,7.800000000000002,5.700000000000001,15.3,20.400000000000002,111.3,15775,144.89999999999998,5.387,2.764,2.8,44.699999999999996,139.70000000000002,92.19999999999999,155.70000000000002,15.0,16.700000000000003,131.9,201.1,14.0,8.100000000000001,21.8,0.6360000000000001,-4.3,-7.799999999999999,-12.0,4.199999999999999,20140
14,28.5,50,32,1.57,0.61,106.3,104.6,1.7,89.9,0.494,13.1,28.3,0.184,0.49700000000000005,13.8,75.7,0.19899999999999998,MEM,287,676,399,252.5,39.8,85.60000000000001,4.664,4.9,14.6,2.535,34.9,71.2,4.968000000000001,4.992,16.4,21.599999999999998,7.341000000000001,11.500000000000002,31.299999999999997,42.7,24.2,8.600000000000001,5.0,13.800000000000002,19.0,101.00000000000001,17001,153.6,5.3149999999999995,1.9020000000000001,2.365,55.29999999999999,145.7,100.39999999999999,150.7,19.0,17.6,133.0,193.7,18.7,21.500000000000007,40.0,1.1159999999999999,-0.39999999999999947,8.8,8.4,12.299999999999999,20140
15,30.6,54,28,4.76,-0.61,110.9,105.8,5.1,91.2,0.5539999999999999,14.6,20.6,0.228,0.511,15.8,73.0,0.212,MIA,309,698,361,254.29999999999998,41.900000000000006,83.0,4.878,8.3,23.099999999999998,3.434,33.599999999999994,60.00000000000001,5.411,5.475,19.099999999999998,25.0,7.651,7.8,30.199999999999996,37.8,25.0,9.700000000000001,4.5,15.6,19.599999999999998,111.19999999999999,18002,160.6,5.788,3.346,2.759,41.5,142.60000000000002,94.0,142.0,20.0,17.4,137.60000000000002,194.89999999999998,30.599999999999998,20.6,51.2,1.2590000000000001,6.999999999999998,1.3000000000000003,8.1,15.5,20140
16,24.7,15,67,-8.18,-0.23,103.0,111.8,-8.8,91.8,0.479,14.1,27.1,0.204,0.52,13.2,71.4,0.225,MIL,249,581,348,271.40000000000003,41.400000000000006,95.80000000000001,4.342,8.4,23.900000000000002,2.7460000000000004,33.1,71.9,4.560999999999999,4.752,21.099999999999998,27.200000000000003,7.729000000000001,11.5,32.5,44.0,26.200000000000003,7.3999999999999995,4.3,16.4,21.199999999999996,112.5,15801,139.8,5.193999999999999,2.3339999999999996,2.921,48.400000000000006,144.2,94.7,160.9,14.500000000000002,13.400000000000002,135.8,204.6,11.100000000000001,5.900000000000001,17.099999999999998,0.516,-4.699999999999999,-13.9,-18.6,0.7999999999999998,20140
17,26.3,40,42,2.67,0.43,108.9,106.2,2.7,97.3,0.486,12.2,27.4,0.249,0.518,14.8,74.4,0.177,MIN,264,678,395,248.89999999999998,41.5,92.2,4.48,7.4,21.4,3.2540000000000004,34.3,70.9,4.728,4.821000000000001,23.5,29.800000000000004,7.476000000000001,13.399999999999999,33.2,46.7,24.099999999999998,9.1,3.2,13.999999999999998,18.799999999999997,114.0,17366,149.89999999999998,5.249,2.0300000000000002,3.0180000000000002,59.2,148.70000000000002,102.7,138.89999999999998,17.000000000000004,11.8,123.79999999999998,193.7,25.099999999999998,18.6,43.900000000000006,1.0649999999999997,-0.3999999999999997,0.3999999999999999,0.0999999999999992,13.399999999999999,20140
18,24.3,34,48,-2.71,0.73,107.2,110.1,-2.9,92.2,0.495,12.9,26.9,0.22,0.515,13.6,73.8,0.249,NOP,245,645,356,251.40000000000003,40.699999999999996,88.30000000000001,4.715000000000001,5.6000000000000005,14.8,2.67,35.3,73.30000000000001,4.846,5.013,19.3,25.2,7.655,11.100000000000001,31.599999999999998,42.3,27.0,9.1,6.3999999999999995,15.3,22.900000000000006,106.50000000000003,16021,153.29999999999998,5.401,1.6,2.765,51.2,146.8,98.30000000000001,161.4,18.400000000000002,21.1,143.6,198.20000000000005,19.1,10.3,29.400000000000002,0.8220000000000002,-1.1,-4.5,-5.6,7.5,20140
19,28.3,37,45,-0.79,-0.61,108.3,109.1,-0.8,90.3,0.505,12.5,25.1,0.18899999999999997,0.514,14.0,74.3,0.245,NYK,292,631,395,273.9,41.699999999999996,91.8,4.632999999999999,10.1,27.1,2.552,31.6,64.7,4.858,5.208,17.2,22.5,7.485999999999999,12.299999999999999,34.3,46.8,22.0,8.200000000000001,5.3999999999999995,13.600000000000001,24.599999999999998,110.5,17558,148.5,5.482,3.028,2.273,51.900000000000006,148.1,98.5,127.9,16.4,17.5,131.79999999999998,185.50000000000003,24.6,11.9,36.50000000000001,0.9679999999999999,1.2999999999999998,-4.700000000000001,-3.4000000000000004,9.000000000000002,20140
20,26.2,59,23,6.34,0.32,110.5,103.9,6.6,95.4,0.52,14.0,26.5,0.244,0.488,13.9,75.6,0.221,OKC,268,732,387,244.89999999999998,41.1,87.89999999999999,4.664,8.2,23.3,2.722,32.8,64.5,4.970000000000001,5.092,22.6,27.7,7.558999999999999,10.9,34.99999999999999,45.900000000000006,24.8,9.000000000000002,5.800000000000001,16.5,22.0,112.9,17784,152.70000000000002,5.478000000000001,2.453,3.216,58.1,149.1,105.6,150.29999999999998,18.099999999999998,19.2,157.2,190.29999999999998,30.999999999999996,24.5,55.599999999999994,1.3199999999999998,2.600000000000001,7.400000000000001,10.0,17.799999999999997,20140
21,24.6,23,59,-5.44,-0.44,101.7,107.4,-5.7,93.6,0.48700000000000004,13.9,22.4,0.193,0.504,13.0,75.5,0.21100000000000002,ORL,243,688,389,266.4,42.800000000000004,94.50000000000001,4.518,7.1000000000000005,20.099999999999998,2.808,35.6,74.4,4.768,4.893,18.200000000000003,23.799999999999997,7.571,11.200000000000001,37.6,49.099999999999994,23.000000000000004,8.5,4.7,15.799999999999999,21.9,110.6,18052,141.79999999999998,5.236,2.149,2.388,49.7,162.6,105.99999999999999,133.20000000000002,16.2,15.8,129.00000000000003,201.8,10.2,16.799999999999997,26.999999999999996,0.7120000000000001,-11.1,-1.9000000000000001,-12.8,4.1000000000000005,20140
22,23.4,19,63,-10.45,-0.21,99.4,109.9,-10.5,99.2,0.475,14.8,24.8,0.19,0.524,14.9,72.4,0.244,PHI,234,629,403,274.50000000000006,44.699999999999996,101.79999999999998,4.4,7.6,24.3,2.651,36.99999999999999,77.60000000000001,4.83,4.807,20.4,27.6,7.277,14.400000000000002,36.8,51.199999999999996,25.6,10.100000000000001,4.3,18.7,24.599999999999998,117.1,17324,131.9,5.172000000000001,2.5260000000000002,2.689,56.400000000000006,147.59999999999997,100.39999999999999,143.7,17.3,12.0,138.60000000000002,197.6,3.8,10.500000000000002,14.4,0.444,-13.7,-10.2,-24.1,-0.4999999999999999,20140
23,26.2,48,34,2.63,0.39,109.5,106.7,2.8,95.8,0.519,14.0,26.4,0.222,0.496,13.9,73.7,0.237,PHO,254,729,407,253.20000000000002,41.80000000000001,89.10000000000001,4.613,9.899999999999999,26.6,2.8000000000000007,31.9,62.5,5.021,5.093,20.4,26.8,7.328,11.100000000000001,33.1,44.1,22.200000000000003,9.399999999999999,4.500000000000001,16.4,22.099999999999998,113.30000000000001,18672,153.8,5.452,2.724,2.8229999999999995,50.800000000000004,146.2,98.60000000000002,131.7,18.599999999999998,14.3,142.7,199.10000000000002,28.599999999999998,19.200000000000003,47.70000000000001,1.096,3.7999999999999985,1.7999999999999998,5.7,14.3,20140
