,3P%,FT%,TRB,AST,STL,BLK,PF,PTS,TEAM,AGE,W,SOS,PACE,3PAr,TS%,TOV%,ORB%,FT/FGA,D_eFG%,D_TOV%,DRB%,D_FT/FGA,SEASON
242,0.393,0.748,43.0,23.2,7.4,4.4,17.3,103.7,SAS,27.5,50.0,0.11,92.9,0.257,0.562,12.8,25.1,0.195,0.489,12.9,76.0,0.168,2011-12
243,0.397,0.767,41.9,22.4,7.3,4.5,19.0,103.7,SAS,28.8,61.0,0.16,92.3,0.261,0.5670000000000001,12.8,24.9,0.229,0.491,12.6,74.6,0.19,2010-11
244,0.371,0.8,45.2,25.4,8.8,4.9,21.5,113.0,TOR,26.6,46.0,-0.57,100.6,0.418,0.574,12.8,21.6,0.205,0.502,14.6,76.1,0.2,2019-20
245,0.366,0.804,45.2,25.4,8.3,5.3,21.0,114.4,TOR,27.3,58.0,-0.6,100.2,0.379,0.579,12.4,21.9,0.198,0.509,13.1,77.1,0.19,2018-19
246,0.358,0.794,44.0,24.3,7.6,6.1,21.7,111.7,TOR,25.8,59.0,-0.49,97.4,0.377,0.575,12.1,23.0,0.198,0.501,13.0,77.7,0.212,2017-18
247,0.363,0.7959999999999999,43.3,18.5,8.3,4.9,20.8,106.9,TOR,26.1,51.0,-0.56,94.7,0.289,0.561,11.8,25.0,0.233,0.507,13.5,76.3,0.223,2016-17
248,0.37,0.777,43.4,18.7,7.8,5.5,19.6,102.7,TOR,26.3,56.0,-0.42,92.9,0.287,0.552,12.3,24.6,0.255,0.498,12.7,77.7,0.201,2015-16
249,0.35200000000000004,0.787,41.5,20.7,7.5,4.4,20.9,104.0,TOR,26.1,49.0,-0.62,92.8,0.302,0.5529999999999999,12.0,25.6,0.232,0.506,13.4,73.3,0.208,2014-15
250,0.3720000000000001,0.782,42.5,21.2,7.0,4.2,23.0,101.3,TOR,25.6,48.0,-0.69,91.8,0.285,0.545,13.2,27.2,0.239,0.493,14.1,74.9,0.237,2013-14
251,0.343,0.7879999999999999,40.2,21.5,7.3,4.8,22.4,97.2,TOR,25.4,34.0,-0.48,90.4,0.249,0.532,13.0,25.5,0.21600000000000005,0.5,13.6,73.4,0.247,2012-13
252,0.34,0.77,42.0,20.9,6.5,4.9,23.2,90.7,TOR,25.7,23.0,-0.36,89.3,0.209,0.518,14.8,25.9,0.211,0.475,12.8,75.4,0.26,2011-12
253,0.316,0.755,40.3,21.9,7.1,4.3,22.0,99.1,TOR,24.5,22.0,0.01,92.9,0.162,0.5329999999999999,13.7,28.2,0.221,0.522,13.0,72.0,0.251,2010-11
254,0.383,0.772,45.1,22.2,5.9,4.0,20.0,111.0,UTA,27.5,41.0,0.03,98.4,0.406,0.5870000000000001,13.6,21.2,0.208,0.514,10.9,79.0,0.18,2019-20
255,0.35600000000000004,0.736,46.4,26.0,8.1,5.9,21.1,111.7,UTA,27.3,50.0,0.03,100.3,0.394,0.5720000000000001,13.4,22.9,0.217,0.507,12.4,80.3,0.189,2018-19
256,0.366,0.779,43.3,22.4,8.6,5.1,19.6,104.1,UTA,26.7,48.0,0.17,95.7,0.35700000000000004,0.564,13.7,21.5,0.202,0.506,14.0,79.8,0.19,2017-18
257,0.3720000000000001,0.747,43.2,20.1,6.7,5.0,18.8,100.7,UTA,26.8,51.0,0.06,91.6,0.327,0.563,13.2,23.2,0.215,0.493,11.8,78.9,0.195,2016-17
258,0.355,0.7440000000000001,43.2,19.0,7.7,5.2,20.2,97.7,UTA,24.2,40.0,0.05,91.0,0.297,0.54,14.2,25.9,0.213,0.495,13.5,77.7,0.21,2015-16
259,0.343,0.721,44.0,19.9,7.6,6.0,19.3,95.1,UTA,23.4,38.0,0.49,90.4,0.274,0.531,14.6,29.1,0.214,0.491,12.8,76.3,0.199,2014-15
260,0.344,0.747,41.2,20.3,7.0,4.5,20.7,95.0,UTA,24.5,25.0,0.91,91.4,0.237,0.523,13.9,25.5,0.202,0.518,12.1,74.5,0.227,2013-14
261,0.366,0.764,42.0,22.7,8.4,6.3,21.3,98.0,UTA,26.3,43.0,0.38,90.9,0.206,0.5329999999999999,13.8,28.8,0.214,0.501,14.0,73.2,0.226,2012-13
262,0.32299999999999995,0.754,44.2,21.8,8.3,5.8,21.8,99.7,UTA,25.6,36.0,0.3,91.4,0.153,0.525,13.0,30.2,0.227,0.493,13.8,73.8,0.245,2011-12
263,0.34600000000000003,0.7709999999999999,39.5,23.4,7.7,5.9,22.7,99.4,UTA,26.8,39.0,0.39,91.0,0.191,0.544,13.5,27.0,0.241,0.505,13.8,71.7,0.275,2010-11
264,0.3720000000000001,0.787,41.7,25.3,8.1,4.3,22.6,115.6,WAS,25.4,24.0,-0.81,102.8,0.364,0.568,12.1,22.0,0.214,0.56,14.0,74.9,0.23,2019-20
265,0.341,0.768,42.4,26.3,8.3,4.6,20.7,114.0,WAS,26.5,32.0,-0.4,101.4,0.37,0.5670000000000001,12.3,21.3,0.204,0.546,13.5,74.1,0.199,2018-19
266,0.375,0.772,43.1,25.2,7.9,4.3,21.3,106.6,WAS,26.9,43.0,-0.06,96.6,0.31,0.56,13.3,23.5,0.196,0.522,13.6,77.1,0.212,2017-18
267,0.3720000000000001,0.784,42.9,23.9,8.5,4.1,21.3,109.2,WAS,26.0,49.0,-0.45,97.4,0.284,0.564,12.8,24.1,0.199,0.524,13.8,75.5,0.213,2016-17
268,0.358,0.73,41.8,24.5,8.6,3.9,20.8,104.1,WAS,27.3,41.0,0.0,98.5,0.282,0.544,13.1,20.6,0.192,0.515,14.6,77.7,0.218,2015-16
269,0.36,0.742,44.7,24.0,7.3,4.6,20.8,98.5,WAS,28.6,46.0,-0.55,93.7,0.203,0.534,14.0,24.9,0.192,0.481,12.9,77.3,0.21,2014-15
270,0.38,0.731,42.2,23.3,8.1,4.6,20.4,100.7,WAS,26.3,44.0,-0.79,93.2,0.246,0.5379999999999999,13.6,25.2,0.181,0.504,15.0,75.7,0.22,2013-14
271,0.365,0.733,43.2,21.6,7.3,4.6,20.5,93.2,WAS,25.4,29.0,-0.25,92.2,0.223,0.512,14.2,24.6,0.191,0.483,13.7,74.6,0.206,2012-13
272,0.32,0.727,41.7,19.1,8.0,6.3,21.3,93.6,WAS,24.2,20.0,-0.34,92.5,0.196,0.508,14.2,27.3,0.184,0.4920000000000001,14.2,70.9,0.229,2011-12
273,0.332,0.745,41.3,19.4,8.1,6.1,22.6,97.3,WAS,24.9,23.0,0.11,93.8,0.172,0.513,13.9,28.0,0.21600000000000005,0.512,14.4,70.5,0.249,2010-11
