,Age,W,TOV%,ORB%,Dfg%,DRB%,Tm,3P%,2P,FT%,DRB,PTS,TS%,3PAr,FTr,TRB%,AST%,STL%,BLK%,year
139,26.3,29,13.3,24.1,0.522,76.7,NYK,3.147,34.0,8.074,35.3,111.3,5.4479999999999995,2.647,2.134,105.7,130.4,12.3,20.5,2018.0
140,27.3,48,12.4,27.7,0.525,77.4,OKC,2.9739999999999998,29.899999999999995,6.711999999999999,34.0,108.60000000000002,5.4099999999999975,3.97,2.492,99.2,122.1,17.3,21.0,2018.0
141,25.6,25,13.3,20.0,0.525,75.6,ORL,3.0370000000000004,33.099999999999994,7.5550000000000015,34.7,114.9,5.472,2.9569999999999994,2.57,95.4,173.4,16.400000000000002,15.2,2018.0
142,25.8,52,14.6,25.3,0.4920000000000001,78.6,PHI,3.072,30.899999999999995,7.602,38.1,114.1,5.6510000000000025,3.3910000000000005,2.465,105.2,160.20000000000005,15.6,18.1,2018.0
143,23.7,21,13.9,22.5,0.5329999999999999,76.5,PHO,2.9130000000000003,29.7,7.428,34.8,106.7,5.4860000000000015,3.471,2.9760000000000004,102.8,122.49999999999996,12.9,16.5,2018.0
144,25.6,49,12.3,23.3,0.503,79.1,POR,2.898,29.7,7.673999999999999,35.5,110.4,5.460999999999999,3.319,2.252,103.1,116.9,14.4,18.899999999999995,2018.0
145,26.4,27,12.8,21.5,0.542,77.6,SAC,3.233,32.2,7.364000000000001,32.599999999999994,105.0,5.3820000000000014,2.6870000000000003,1.948,100.1,137.10000000000002,15.9,15.6,2018.0
146,29.3,47,12.2,23.7,0.507,78.6,SAS,3.394,29.3,7.768,33.4,101.0,5.454,3.405,2.326,101.5,138.2,16.099999999999998,20.5,2018.0
147,25.8,59,12.1,23.0,0.501,77.7,TOR,3.7060000000000004,29.1,7.622000000000001,33.8,111.2,5.827999999999999,3.7510000000000003,2.365,104.8,140.1,15.6,20.3,2018.0
148,26.7,48,13.7,21.5,0.506,79.8,UTA,2.844,28.5,7.898,35.6,108.8,5.715,3.1710000000000003,2.998,106.8,132.6,17.8,22.1,2018.0
149,26.9,43,13.3,23.5,0.522,77.1,WAS,3.1080000000000005,32.40000000000001,7.665000000000001,34.2,115.5,5.69,2.845,2.736,102.0,153.2,15.5,16.0,2018.0
150,25.1,29,14.3,24.7,0.541,76.4,ATL,3.523000000000001,30.8,7.527999999999999,35.3,121.8,5.625000000000001,4.101,2.528,98.40000000000002,157.99999999999997,16.099999999999998,18.6,2019.0
151,25.7,49,11.5,21.6,0.514,77.0,BOS,3.6349999999999993,31.8,8.068,37.2,120.7,5.694000000000001,3.7460000000000004,2.234,104.1,156.4,16.2,21.0,2019.0
152,25.4,42,13.0,23.8,0.512,76.4,BRK,2.8810000000000002,26.7,7.354999999999999,36.5,111.3,5.65,3.844,3.112,107.70000000000002,132.6,12.4,13.8,2019.0
153,24.0,22,12.7,19.4,0.541,77.3,CHI,3.1450000000000005,34.5,7.896,39.0,120.59999999999998,5.395,3.0389999999999997,2.3220000000000005,96.1,145.4,15.499999999999998,17.900000000000006,2019.0
154,26.6,39,10.9,21.7,0.5379999999999999,77.1,CHO,3.367,29.1,7.9860000000000015,33.7,110.3,5.568,3.289,2.6830000000000003,103.6,148.6,14.5,18.600000000000005,2019.0
155,25.2,19,12.2,23.7,0.564,77.0,CLE,2.807,32.9,7.7170000000000005,35.00000000000001,112.2,5.473,2.7750000000000004,2.6239999999999997,103.7,145.6,13.3,9.499999999999998,2019.0
156,26.9,33,12.7,22.7,0.522,77.5,DAL,3.069,28.3,7.4650000000000025,38.5,116.4,5.705,3.981,3.2710000000000004,100.2,146.8,13.799999999999995,16.200000000000006,2019.0
157,24.9,54,11.9,26.6,0.521,78.0,DEN,3.4250000000000003,32.2,7.6430000000000025,35.90000000000001,116.3,5.629,3.613,2.363,102.09999999999998,155.9,15.2,16.9,2019.0
158,26.9,41,12.3,24.8,0.526,78.7,DET,2.866,27.899999999999995,7.856000000000001,34.599999999999994,112.0,5.3210000000000015,3.818,2.559,99.5,148.89999999999995,14.2,12.4,2019.0
159,28.4,57,12.6,22.5,0.508,77.1,GSW,3.0380000000000003,29.1,7.4259999999999975,34.5,116.1,5.868999999999999,3.634,2.136,100.2,159.5,14.3,18.5,2019.0
160,29.2,53,12.0,22.8,0.525,74.4,HOU,3.2180000000000004,24.9,7.7159999999999975,34.599999999999994,129.4,5.744,5.948999999999999,2.214,87.19999999999996,129.5,16.7,17.0,2019.0
161,27.0,48,12.4,21.9,0.516,76.2,IND,3.896,34.4,7.570000000000001,36.8,122.9,5.5889999999999995,3.2230000000000003,2.3890000000000002,94.3,158.2,17.700000000000006,15.500000000000002,2019.0
162,27.2,48,12.7,22.0,0.514,76.0,LAC,3.3460000000000005,31.4,7.870999999999999,36.3,124.6,5.691,3.49,2.719,96.7,147.79999999999995,11.900000000000002,13.9,2019.0
163,26.2,37,13.4,22.2,0.516,76.4,LAL,2.797,36.3,6.614,41.90000000000001,125.0,5.532000000000001,3.297,2.776,105.5,164.5,14.9,17.7,2019.0
164,27.7,33,12.9,20.0,0.521,77.6,MEM,3.397,30.6,7.6720000000000015,37.7,115.7,5.499,3.6289999999999996,2.583,94.9,158.1,18.4,23.3,2019.0
165,27.0,39,13.1,24.8,0.51,77.6,MIA,3.1129999999999995,30.2,6.746,37.6,109.8,5.477,3.45,2.611,109.3,145.9,15.0,22.8,2019.0
166,26.9,60,12.0,20.8,0.503,80.3,MIL,3.4850000000000003,31.90000000000001,8.020999999999999,39.90000000000001,122.9,5.7929999999999975,4.433,2.191,98.3,148.5,14.3,17.9,2019.0
167,26.2,36,11.4,24.6,0.5379999999999999,74.9,MIN,3.4610000000000003,34.6,8.009,34.40000000000001,119.9,5.517,3.2010000000000005,2.6970000000000005,100.1,159.2,15.9,17.0,2019.0
168,25.7,33,12.6,24.1,0.532,76.8,NOP,3.285,38.1,7.567000000000001,36.79999999999999,128.29999999999998,5.478,3.4490000000000003,2.115,94.6,156.70000000000005,14.1,17.7,2019.0
169,23.4,17,12.4,22.1,0.5329999999999999,76.1,NYK,2.998,30.8,7.548999999999999,36.8,112.5,5.379,2.985,2.8369999999999997,103.1,126.4,13.800000000000002,19.1,2019.0
170,25.7,49,11.7,26.0,0.523,78.2,OKC,2.7539999999999996,31.6,7.239,37.00000000000001,118.6,5.471,4.0089999999999995,2.268,97.7,118.8,17.1,20.2,2019.0
171,25.7,42,11.9,22.0,0.515,79.7,ORL,3.4399999999999995,29.70000000000001,7.712999999999999,35.90000000000001,110.6,5.402,3.735,2.3080000000000003,96.6,152.0,13.4,20.9,2019.0
172,26.4,51,12.9,24.5,0.512,78.6,PHI,3.156,35.0,7.963999999999999,41.6,133.50000000000003,5.718,4.029999999999999,2.6510000000000002,97.4,156.7,14.2,14.3,2019.0
173,24.0,19,13.8,20.5,0.545,72.5,PHO,2.6700000000000004,36.6,7.776999999999999,31.8,124.40000000000002,5.4940000000000015,3.1250000000000004,2.542,89.60000000000002,160.60000000000005,18.8,20.2,2019.0
174,26.2,53,12.1,26.6,0.516,77.9,POR,3.2340000000000004,31.1,7.8980000000000015,36.6,114.3,5.756,3.439,2.454999999999999,108.9,130.0,12.9,18.4,2019.0
175,24.8,39,11.5,23.1,0.5329999999999999,75.5,SAC,3.854000000000001,32.599999999999994,7.7879999999999985,36.1,124.3,5.559000000000001,3.654,2.3120000000000003,91.4,136.9,14.9,14.3,2019.0
176,28.8,48,11.0,21.0,0.528,79.4,SAS,3.217,33.40000000000001,8.101,35.8,114.8,5.827999999999999,3.435,2.069,100.4,138.20000000000002,12.4,16.7,2019.0
177,27.3,58,12.4,21.9,0.509,77.1,TOR,3.717,32.5,7.9620000000000015,38.7,125.6,5.7810000000000015,3.992,2.251,96.1,159.39999999999995,17.4,17.7,2019.0
178,27.3,50,13.4,22.9,0.507,80.3,UTA,3.109,28.6,7.4140000000000015,36.7,113.2,5.755,4.085,2.8390000000000004,101.5,154.7,17.099999999999998,16.7,2019.0
179,26.5,32,12.3,21.3,0.546,74.1,WAS,3.466,37.60000000000001,7.926,40.7,143.4,5.687,3.8280000000000003,2.487,100.6,153.3,16.3,17.400000000000002,2019.0
